set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
3625-1,Sandy Seagull's Aeroplane,5.25,102.0,9.0,,,Junior,Fabuland,,,1985.0,,,8.0,1.0
3631-1,The Fabuland Big Band Peter Pig and Gabriel Gorilla,5.25,76.0,21.0,,,Junior,Fabuland,,,1985.0,,,30.0,2.0
3641-1,Car and Camper,6.55,87.0,17.0,,,Junior,Fabuland,,,1985.0,,,22.0,1.0
3642-1,Fire Engine,,68.0,14.0,,,Junior,Fabuland,,,1985.0,,,18.0,1.0
3643-1,Police Van,6.55,,13.0,,,Junior,Fabuland,,,1985.0,,,9.0,2.0
3660-1,Fisherman's Wharf,11.0,,20.0,,,Junior,Fabuland,,,1985.0,,,25.0,1.0
3673-1,Paddle Steamer,20.0,180.0,53.0,,,Junior,Fabuland,,,1985.0,,,61.0,3.0
3681-1,Amusement Park,33.35,,91.0,,,Junior,Fabuland,,,1985.0,,,99.0,4.0
3714-1,Workman and Barrow,2.25,,17.0,,,Junior,Fabuland,,,1985.0,,,6.0,1.0
3715-1,Hannah's Flower Stand,2.25,40.0,10.0,,,Junior,Fabuland,,,1985.0,,,14.0,1.0
3716-1,Telephone,2.25,74.0,9.0,,,Junior,Fabuland,,,1985.0,,,8.0,1.0
3717-1,Mouse in a Tub Fishing,,70.0,10.0,,,Junior,Fabuland,,,1985.0,,,9.0,1.0
3792-1,Bedroom,3.35,60.0,7.0,,,Junior,Fabuland,,,1985.0,,,14.0,1.0
3793-1,Boris Bulldog and Mailbox,,,7.0,,,Junior,Fabuland,,,1985.0,,,12.0,1.0
3794-1,Police Motorcycle,3.35,,16.0,,,Junior,Fabuland,,,1985.0,,,14.0,1.0
3795-1,Catherine Cat in her Kitchen,3.35,74.0,15.0,,,Junior,Fabuland,,,1985.0,,,28.0,1.0
6011-1,Black Knight's Treasure,,70.0,15.0,3.8,6.0,Historical,Castle,Black Falcons,,1985.0,279.3,,25.0,1.0
6055-1,Prisoner Convoy,,280.0,30.0,4.2,6.0,Historical,Castle,Lion Knights,,1985.0,,,115.0,4.0
6102-1,Castle Mini-Figures,5.5,85.0,37.0,4.6,5.0,Historical,Castle,Accessories,,1985.0,,,36.0,6.0
6368-1,Jet Airliner,12.75,307.0,35.0,4.4,8.0,Modern day,Town,Flight,,1985.0,,,136.0,2.0
6369-1,Auto Workshop,,398.0,31.0,5.0,6.0,Modern day,Town,Shops and Services,,1985.0,,,134.0,1.0
6370-1,Weekend Home,,289.0,39.0,5.0,4.0,Modern day,Town,Leisure,,1985.0,,,177.0,2.0
6377-1,Delivery Center,25.5,368.0,118.0,4.7,3.0,Modern day,Town,Flight,,1985.0,,,305.0,4.0
6385-1,Fire House-I,43.0,454.0,67.0,4.6,5.0,Modern day,Town,Fire,,1985.0,,,407.0,3.0
6392-1,Airport,52.75,435.0,86.0,4.9,12.0,Modern day,Town,Flight,,1985.0,,,530.0,8.0
6601-1,Ice Cream Cart,,146.0,8.0,4.7,3.0,Modern day,Town,Leisure,,1985.0,,,30.0,1.0
6603-1,Shovel Truck,,40.0,4.0,4.0,1.0,Modern day,Town,Construction,,1985.0,,,27.0,1.0
6604-1,Formula 1 Racer,,40.0,3.0,2.8,4.0,Modern day,Town,Racing,,1985.0,,,31.0,1.0
6631-1,Steam Shovel,,75.0,9.0,4.0,2.0,Modern day,Town,Construction,,1985.0,,,47.0,1.0
6632-1,Tactical Patrol Truck,,28.0,5.0,3.5,2.0,Modern day,Town,Police,,1985.0,,,44.0,1.0
6633-1,Family Car,,229.0,17.0,3.0,1.0,Modern day,Town,Vehicles,,1985.0,,,46.0,1.0
6656-1,Tow Truck,,113.0,10.0,4.5,4.0,Modern day,Town,Maintenance,,1985.0,,,53.0,1.0
6657-1,Fire Patrol Copter,,106.0,7.0,,,Modern day,Town,Fire,,1985.0,,,66.0,1.0
6682-1,Cement Mixer,,151.0,13.0,4.0,1.0,Modern day,Town,Construction,,1985.0,,,90.0,1.0
6688-1,Ambulance,6.6,89.0,9.0,4.0,4.0,Modern day,Town,Medical,,1985.0,693.12,,72.0,2.0
6689-1,Post-Station,,141.0,25.0,4.0,3.0,Modern day,Town,Postal,,1985.0,,,53.0,2.0
6697-1,Rescue-I Helicopter,,299.0,15.0,4.6,5.0,Modern day,Town,Emergency,,1985.0,,,82.0,2.0
6805-1,Astro Dasher,,83.0,10.0,5.0,1.0,Action/Adventure,Space,Classic,,1985.0,,,29.0,1.0
6806-1,Surface Hopper,,110.0,10.0,5.0,3.0,Action/Adventure,Space,Classic,,1985.0,,,23.0,1.0
6807-1,Space Sledge with Astronaut and Robot,,121.0,22.0,3.0,1.0,Action/Adventure,Space,Classic,,1985.0,,,29.0,2.0
6825-1,Cosmic Comet,,77.0,10.0,4.3,3.0,Action/Adventure,Space,Classic,,1985.0,,,40.0,1.0
6826-1,Crater Crawler,,71.0,14.0,4.0,3.0,Action/Adventure,Space,Classic,,1985.0,,,32.0,1.0
6847-1,Space Dozer,,114.0,14.0,4.3,3.0,Action/Adventure,Space,Classic,,1985.0,,,49.0,1.0
6848-2,Inter-Planetary Shuttle,,,45.0,,,Action/Adventure,Space,Classic,,1985.0,,,62.0,1.0
6872-1,Xenon X-Craft,,189.0,16.0,4.3,7.0,Action/Adventure,Space,Classic,,1985.0,,,86.0,2.0
6882-1,Walking Astro Grappler,,185.0,26.0,4.4,8.0,Action/Adventure,Space,Classic,,1985.0,,,92.0,1.0
6891-1,Gamma V Laser Craft,,603.0,38.0,4.8,4.0,Action/Adventure,Space,Classic,,1985.0,,,144.0,2.0
6931-1,FX Star Patroller,,417.0,62.0,4.8,4.0,Action/Adventure,Space,Classic,,1985.0,,,239.0,2.0
6952-1,Solar Power Transporter,36.5,618.0,61.0,5.0,5.0,Action/Adventure,Space,Classic,,1985.0,,,317.0,5.0
7715-1,Push-Along Passenger Steam Train,,394.0,112.0,3.5,2.0,Modern day,Trains,4.5/12 V,,1985.0,,,449.0,5.0
7722-1,Steam Cargo Train Set,68.5,350.0,150.0,4.2,9.0,Modern day,Trains,4.5/12 V,,1985.0,,,495.0,3.0
7735-1,Freight Train Set,,,218.0,4.3,4.0,Modern day,Trains,4.5/12 V,,1985.0,,,509.0,2.0
7745-1,High-Speed City Express Passenger Train Set,,1185.0,268.0,4.4,5.0,Modern day,Trains,4.5/12 V,,1985.0,,,736.0,10.0
7817-1,Crane Wagon,25.5,145.0,53.0,4.0,2.0,Modern day,Trains,4.5/12 V,,1985.0,,,147.0,1.0
7835-1,Road Crossing,18.15,115.0,65.0,4.3,4.0,Modern day,Trains,4.5/12 V,,1985.0,,,129.0,1.0
1525-1,LEGO Container Lorry,,,71.0,,,Modern day,Town,Vehicles,,1986.0,,,154.0,1.0
1526-1, Unknown,,,,,,Action/Adventure,Space,Classic,,1986.0,,,104.0,0.0
1528-1,Dragster,,,22.0,3.0,2.0,Modern day,Town,Racing,,1986.0,,,21.0,1.0
1557-1,Scooter,,,11.0,3.0,3.0,Action/Adventure,Space,Classic,,1986.0,,,26.0,1.0
1558-1,Mobile Command Trailer,,236.0,71.0,3.0,3.0,Action/Adventure,Space,Classic,,1986.0,,,70.0,2.0
1570-1,Fabuland Character Polybag,,,,,,Junior,Fabuland,,,1986.0,,,4.0,1.0
1572-1,Super Tow Truck,,,31.0,4.0,4.0,Modern day,Town,Vehicles,,1986.0,,,79.0,1.0
1580-1,Lunar Scout,,,93.0,4.7,3.0,Action/Adventure,Space,Classic,,1986.0,,,72.0,1.0
1589-2,"Breakdown Assistance, Touring Club Schweiz Edition",,,293.0,,,Modern day,Town,Special,,1986.0,,,245.0,4.0
3633-1,Motor Boat with Walter Walrus,5.25,61.0,12.0,,,Junior,Fabuland,,,1986.0,,,13.0,1.0
3644-1,Mike Monkey and his Taxi,6.55,62.0,21.0,,,Junior,Fabuland,,,1986.0,,,10.0,2.0
3668-1,Merry-Go-Round with Ticket Booth,17.75,156.0,42.0,,,Junior,Fabuland,,,1986.0,,,42.0,3.0
3679-1,Flour Mill and Shop,26.75,,77.0,,,Junior,Fabuland,,,1986.0,,,73.0,2.0
3718-1,Outdoor Cafe with Bonnie Bunny,2.25,33.0,18.0,,,Junior,Fabuland,,,1986.0,,,6.0,1.0
3796-1,Patricia Piglet at her Bakery,3.35,45.0,10.0,,,Junior,Fabuland,,,1986.0,,,30.0,1.0
5510-1,Off-Road 4 x 4,,141.0,34.0,4.9,7.0,Model making,Model Team,,,1986.0,,,285.0,0.0
5540-1,Formula 1 Racer,,175.0,44.0,5.0,4.0,Model making,Model Team,,,1986.0,,,451.0,0.0
5580-1,Highway Rig,,360.0,72.0,4.7,6.0,Model making,Model Team,,,1986.0,,,667.0,0.0
6012-1,Siege Cart,3.5,21.0,13.0,3.8,4.0,Historical,Castle,Lion Knights,,1986.0,,,54.0,2.0
6023-1,Maiden's Cart,5.5,34.0,16.0,3.1,7.0,Historical,Castle,Lion Knights,,1986.0,,,43.0,2.0
6041-1,Armor Shop,,305.0,44.0,4.7,7.0,Historical,Castle,Lion Knights,,1986.0,,,114.0,2.0
6067-1,Guarded Inn,19.75,802.0,86.0,4.5,8.0,Historical,Castle,Lion Knights,,1986.0,,,230.0,4.0
6074-1,Black Falcon's Fortress,35.0,862.0,113.0,4.8,16.0,Historical,Castle,Black Falcons,,1986.0,,,430.0,6.0
6301-1,Town Mini-Figures,5.5,81.0,15.0,4.0,3.0,Modern day,Town,Accessories,,1986.0,,,32.0,6.0
6310-1,"Road Plates, Junction",5.75,29.0,13.0,5.0,2.0,Modern day,Town,Accessories,,1986.0,,,2.0,0.0
6311-1,"Road Plates, Curved",5.75,22.0,12.0,4.7,3.0,Modern day,Town,Accessories,,1986.0,,,2.0,0.0
6312-1,"Road Plates, Straight",5.75,28.0,15.0,4.7,3.0,Modern day,Town,Accessories,,1986.0,,,2.0,0.0
6313-1,"Road Plates, Cross",5.75,22.0,29.0,4.5,2.0,Modern day,Town,Accessories,,1986.0,,,2.0,0.0
6359-1,Horse Trailer,12.75,,26.0,4.5,2.0,Modern day,Town,Leisure,,1986.0,,,141.0,1.0
6360-1,Weekend Cottage,12.75,223.0,42.0,4.3,3.0,Modern day,Town,Leisure,,1986.0,,,113.0,2.0
6361-1,Mobile Crane,12.75,130.0,17.0,4.4,5.0,Modern day,Town,Vehicles,,1986.0,,,163.0,1.0
6378-1,Shell Service Station,25.5,380.0,60.0,4.8,8.0,Modern day,Town,Shops and Services,,1986.0,,,291.0,2.0
6379-1,Riding Stable,26.0,288.0,46.0,4.8,4.0,Modern day,Town,Leisure,,1986.0,,,275.0,2.0
6386-1,Police Command Base,,409.0,38.0,5.0,8.0,Modern day,Town,Police,,1986.0,,,381.0,4.0
6450-1,Mobile Police Truck,,135.0,21.0,5.0,2.0,Modern day,Town,Police,,1986.0,,,84.0,1.0
6480-1,Hook and Ladder Truck,20.0,225.0,24.0,4.3,4.0,Modern day,Town,Fire,,1986.0,,,118.0,1.0
6612-1,Fire Chief's Car,,27.0,4.0,2.7,3.0,Modern day,Town,Fire,,1986.0,203.87,,29.0,1.0
6613-1,Telephone Booth,,99.0,8.0,4.0,6.0,Modern day,Town,Shops and Services,,1986.0,209.38,,24.0,1.0
6634-1,Stock Car,,99.0,4.0,4.8,8.0,Modern day,Town,Racing,,1986.0,,,47.0,1.0
6658-1,Bulldozer,,53.0,7.0,5.0,2.0,Modern day,Town,Construction,,1986.0,,,65.0,1.0
6659-1,TV Camera Crew,,87.0,9.0,4.7,3.0,Modern day,Town,Vehicles,,1986.0,,,64.0,2.0
6676-1,Mobile Command Unit,,199.0,9.0,4.3,4.0,Modern day,Town,Police,,1986.0,,,100.0,2.0
6677-1,Motocross Racing,,169.0,11.0,4.3,3.0,Modern day,Town,Racing,,1986.0,,,72.0,1.0
6698-1,RV with Speedboat,,139.0,10.0,5.0,5.0,Modern day,Town,Leisure,,1986.0,,,129.0,1.0
6702-1,Space Mini-Figures,5.0,330.0,46.0,3.8,4.0,Action/Adventure,Space,Classic,,1986.0,,,56.0,6.0
6750-1,Sonic Robot,,283.0,45.0,5.0,2.0,Action/Adventure,Space,Classic,,1986.0,,,103.0,2.0
6780-1,XT Starship,,445.0,60.0,4.6,5.0,Action/Adventure,Space,Classic,,1986.0,,,201.0,1.0
6783-1,Sonar Transmitting Cruiser,50.0,856.0,97.0,4.6,5.0,Action/Adventure,Space,Classic,,1986.0,,,363.0,3.0
6802-1,Space Probe,,50.0,26.0,3.3,4.0,Action/Adventure,Space,Classic,,1986.0,,,31.0,2.0
6820-1,Starfire I,,60.0,8.0,4.5,2.0,Action/Adventure,Space,Classic,,1986.0,,,34.0,1.0
6845-1,Cosmic Charger,,145.0,9.0,4.0,2.0,Action/Adventure,Space,Classic,,1986.0,,,51.0,1.0
6874-1,Moon Rover,,242.0,14.0,4.5,2.0,Action/Adventure,Space,Classic,,1986.0,,,66.0,2.0
6892-1,Modular Space Transport,,,35.0,3.0,4.0,Action/Adventure,Space,Classic,,1986.0,,,150.0,2.0
6926-1,Mobile Recovery Vehicle,,467.0,52.0,4.3,3.0,Action/Adventure,Space,Classic,,1986.0,,,150.0,2.0
6940-1,Alien Moon Stalker,,415.0,99.0,4.7,7.0,Action/Adventure,Space,Classic,,1986.0,,,263.0,2.0
6985-1,Cosmic Fleet Voyager,,1400.0,190.0,4.6,10.0,Action/Adventure,Space,Classic,,1986.0,,,413.0,4.0
7813-1,Shell Tanker Wagon,,284.0,43.0,3.5,2.0,Modern day,Trains,4.5/12 V,,1986.0,,,121.0,1.0
7823-1,Container Crane Depot,,236.0,123.0,4.7,3.0,Modern day,Trains,4.5/12 V,,1986.0,,,487.0,2.0
7839-1,Car Transport Depot,,217.0,102.0,4.2,5.0,Modern day,Trains,4.5/12 V,,1986.0,,,340.0,2.0
8035-1,Universal Set,,56.0,16.0,3.0,2.0,Technical,Technic,Universal,,1986.0,,,174.0,0.0
8055-1,Universal Motor Set,34.99,160.0,32.0,5.0,2.0,Technical,Technic,Universal,,1986.0,,,191.0,0.0
8620-1,Snow Scooter,,52.0,24.0,5.0,1.0,Technical,Technic,Arctic,,1986.0,,,100.0,1.0
8640-1,Polar Copter,,87.0,43.0,4.5,2.0,Technical,Technic,Arctic,,1986.0,,,238.0,1.0
8660-1,Arctic Rescue Unit,,200.0,64.0,4.8,4.0,Technical,Technic,Arctic,,1986.0,,,385.0,2.0
8680-1,Arctic Rescue Base,,216.0,145.0,4.0,2.0,Technical,Technic,Arctic,,1986.0,,,523.0,2.0
8842-1,Go-Kart,25.0,159.0,23.0,3.8,4.0,Technical,Technic,,,1986.0,,,281.0,0.0
8849-1,Tractor,,223.0,55.0,4.0,2.0,Technical,Technic,,,1986.0,,,346.0,0.0
610-2,Rescue Helicopter,,,22.0,,,Modern day,Town,Special,,1987.0,,,39.0,0.0
1467-1,Race Car,,90.0,25.0,,,Modern day,Town,Special,,1987.0,,,46.0,1.0
1468-1,Petrol Tanker,,,15.0,,,Modern day,Town,Special,,1987.0,,,40.0,1.0
1469-1,Helicopter,,37.0,25.0,,,Modern day,Town,Special,,1987.0,,,40.0,0.0
1470-1,Petrol Pumps and Garage Staff,,,8.0,,,Modern day,Town,Special,,1987.0,,,32.0,2.0
1472-1,Vacation House,,628.0,80.0,4.8,4.0,Modern day,Town,Leisure,,1987.0,,,353.0,4.0
1484-1,Houses,,,105.0,4.5,6.0,Modern day,Town,Special,,1987.0,,,197.0,2.0
1496-1,Rally Car,,83.0,28.0,4.0,2.0,Modern day,Town,Racing,,1987.0,,,52.0,1.0
1497-1,Pitstop and Crew,,73.0,37.0,4.5,2.0,Modern day,Town,Racing,,1987.0,,,124.0,2.0
1498-1,Spy-Bot,,,45.0,4.0,2.0,Action/Adventure,Space,Classic,,1987.0,,,62.0,0.0
1499-1,Twin Starfire,,,76.0,3.5,4.0,Action/Adventure,Space,Classic,,1987.0,,,89.0,2.0
1516-1,Promotional Set,,,215.0,,,Junior,Fabuland,,,1987.0,,,23.0,2.0
3636-1,Lucy Lamb's Bedroom,,68.0,12.0,4.0,1.0,Junior,Fabuland,,,1987.0,,,21.0,1.0
3645-1,School Room,,135.0,28.0,,,Junior,Fabuland,,,1987.0,,,24.0,3.0
3659-1,Playground,,164.0,36.0,,,Junior,Fabuland,,,1987.0,,,16.0,2.0
3662-1,Double-Decker Bus,,119.0,44.0,5.0,1.0,Junior,Fabuland,,,1987.0,,,32.0,2.0
3674-1,Bonny Bunny's New House,14.75,238.0,70.0,,,Junior,Fabuland,,,1987.0,,,44.0,2.0
3675-1,General Store,,235.0,95.0,,,Junior,Fabuland,,,1987.0,,,103.0,3.0
3682-1,Fire Station,39.75,,125.0,,,Junior,Fabuland,,,1987.0,,,149.0,3.0
3719-1,Bus Stop with Maximilian Mouse,,44.0,11.0,,,Junior,Fabuland,,,1987.0,,,5.0,1.0
3797-1,Fire Chief Boris Bulldog,,53.0,8.0,,,Junior,Fabuland,,,1987.0,,,8.0,1.0
4010-1,Police Rescue Boat,15.5,275.0,20.0,4.3,8.0,Modern day,Boats,,,1987.0,,,83.0,2.0
4020-1,Fire Fighter,28.5,180.0,45.0,5.0,3.0,Modern day,Boats,,,1987.0,,,206.0,3.0
4030-1,Cargo Carrier,44.0,400.0,112.0,5.0,3.0,Modern day,Boats,,,1987.0,,,323.0,3.0
6017-1,King's Oarsmen,3.75,83.0,11.0,4.0,7.0,Historical,Castle,Lion Knights,,1987.0,,,45.0,2.0
6049-1,Viking Voyager,11.0,139.0,34.0,4.2,6.0,Historical,Castle,Lion Knights,,1987.0,,,99.0,5.0
6062-1,Battering Ram,19.95,399.0,67.0,4.4,7.0,Historical,Castle,Black Falcons,,1987.0,,,236.0,6.0
6066-1,Camouflaged Outpost,23.0,476.0,100.0,4.9,15.0,Historical,Castle,Forestmen,,1987.0,,,211.0,6.0
6358-1,Snorkel Squad,13.5,225.0,16.0,4.8,4.0,Modern day,Town,Fire,,1987.0,,,153.0,2.0
6380-1,Emergency Treatment Center,29.75,300.0,63.0,4.8,15.0,Modern day,Town,Medical,,1987.0,,,308.0,5.0
6381-1,Motor Speedway,23.0,134.0,19.0,4.0,3.0,Modern day,Town,Racing,,1987.0,,,205.0,5.0
6393-1,Big Rig Truck Stop,52.75,1399.0,89.0,4.8,5.0,Modern day,Town,Shops and Services,,1987.0,,,621.0,5.0
6501-1,Sport Convertible,,61.0,4.0,4.5,2.0,Modern day,Town,Vehicles,,1987.0,209.38,,30.0,1.0
6502-1,Turbo Racer,,20.0,4.0,3.7,3.0,Modern day,Town,Racing,,1987.0,209.38,,24.0,1.0
6521-1,Emergency Repair Truck,,169.0,6.0,4.3,6.0,Modern day,Town,Maintenance,,1987.0,,,58.0,1.0
6522-1,Highway Patrol,,68.0,8.0,4.1,7.0,Modern day,Town,Police,,1987.0,,,30.0,2.0
6523-1,Red Cross,,58.0,8.0,4.2,5.0,Modern day,Town,Medical,,1987.0,,,51.0,1.0
6641-1,4-Wheelin' Truck,6.5,56.0,6.0,4.5,2.0,Modern day,Town,Vehicles,,1987.0,,,81.0,1.0
6687-1,Turbo Prop I,6.48,158.0,9.0,4.5,4.0,Modern day,Town,Flight,,1987.0,,,78.0,2.0
6693-1,Refuse Collection Truck,,249.0,18.0,5.0,5.0,Modern day,Town,Maintenance,,1987.0,,,115.0,2.0
6699-1,Cycle Fix-It Shop,,180.0,29.0,4.5,4.0,Modern day,Town,Shops and Services,,1987.0,,,71.0,2.0
6808-1,Galaxy Trekkor,,72.0,6.0,3.0,1.0,Action/Adventure,Space,Classic,,1987.0,,,29.0,1.0
6809-1,XT-5 and Droid,,108.0,8.0,4.8,4.0,Action/Adventure,Space,Classic,,1987.0,,,52.0,2.0
6827-1,Strata Scooter,,118.0,11.0,3.5,2.0,Action/Adventure,Space,Classic,,1987.0,,,35.0,1.0
6849-1,Satellite Patroller,,91.0,13.0,4.7,3.0,Action/Adventure,Space,Classic,,1987.0,,,46.0,1.0
6883-1,Terrestrial Rover,,148.0,25.0,4.0,3.0,Action/Adventure,Space,Classic,,1987.0,,,109.0,1.0
6884-1,Aero Module,,84.0,17.0,5.0,2.0,Action/Adventure,Space,Futuron,,1987.0,,,113.0,2.0
6893-1,Orion II Hyperspace,,196.0,30.0,5.0,3.0,Action/Adventure,Space,Futuron,,1987.0,,,163.0,2.0
6894-1,Invader,,338.0,32.0,4.6,7.0,Action/Adventure,Space,Blacktron,,1987.0,,,164.0,2.0
6932-1,Stardefender 200,,360.0,66.0,4.6,9.0,Action/Adventure,Space,Futuron,,1987.0,,,251.0,2.0
6941-1,Battrax,,503.0,64.0,4.9,7.0,Action/Adventure,Space,Blacktron,,1987.0,,,284.0,1.0
6953-1,Cosmic Laser Launcher,30.0,543.0,75.0,4.4,5.0,Action/Adventure,Space,Futuron,,1987.0,,,208.0,3.0
6954-1,Renegade,30.0,,136.0,4.5,4.0,Action/Adventure,Space,Blacktron,,1987.0,,,313.0,2.0
6972-1,Polaris I Space Lab,,,117.0,5.0,5.0,Action/Adventure,Space,Classic,,1987.0,,,390.0,3.0
6990-1,Monorail Transport System,155.0,2291.0,330.0,5.0,13.0,Action/Adventure,Space,Futuron,,1987.0,,,731.0,5.0
8852-1,Robot,,,39.0,4.0,2.0,Technical,Technic,,,1987.0,,,327.0,0.0
611-2,Air Canada Jet Plane,,,200.0,,,Modern day,Town,Special,,1988.0,,,92.0,0.0
1490-1,Town Bank,,1192.0,297.0,3.2,5.0,Modern day,Town,Shops and Services,,1988.0,,,187.0,3.0
1584-1,Knight's Challenge,,,134.0,4.3,4.0,Historical,Castle,Lion Knights,,1988.0,,,132.0,8.0
1612-1,Victory Racer,,19.0,4.0,3.8,5.0,Modern day,Town,Racing,,1988.0,,0.03,25.0,1.0
3622-1,Rowboat with Lionel Lion and Hannah Hippopotamus,,61.0,21.0,,,Junior,Fabuland,,,1988.0,,,12.0,2.0
3623-1,Beauty Salon,,117.0,20.0,,,Junior,Fabuland,,,1988.0,,,24.0,2.0
3646-1,Catherine Cat in her Kitchen,,135.0,24.0,5.0,2.0,Junior,Fabuland,,,1988.0,,,53.0,2.0
3680-1,Caravan and Rowboat,,,90.0,,,Junior,Fabuland,,,1988.0,,,27.0,3.0
3683-1,Amusement Park,,580.0,181.0,5.0,1.0,Junior,Fabuland,,,1988.0,,,93.0,4.0
3721-1,Clive Crocodile on his Skateboard,,32.0,7.0,,,Junior,Fabuland,,,1988.0,,,10.0,1.0
3798-1,Hannah Hippopotamus on a Picnic,,45.0,13.0,,,Junior,Fabuland,,,1988.0,,,24.0,1.0
6016-1,Knights' Arsenal,4.25,104.0,10.0,3.8,8.0,Historical,Castle,Lion Knights,,1988.0,,,37.0,1.0
6035-1,Castle Guard,5.75,171.0,23.0,4.2,9.0,Historical,Castle,Black Falcons,,1988.0,,,52.0,2.0
6039-1,Twin-Arm Launcher,8.5,153.0,21.0,4.4,5.0,Historical,Castle,Lion Knights,,1988.0,,,77.0,2.0
6054-1,Forestmen's Hideout,17.5,188.0,50.0,4.9,14.0,Historical,Castle,Forestmen,,1988.0,,,201.0,2.0
6085-1,Black Monarch's Castle,68.0,961.0,163.0,4.9,34.0,Historical,Castle,Black Knights,,1988.0,,,702.0,12.0
6103-1,Castle Mini Figures,6.75,144.0,38.0,4.4,8.0,Historical,Castle,Accessories,,1988.0,,,42.0,6.0
6309-1,Town Mini-Figures,6.0,45.0,17.0,3.7,3.0,Modern day,Town,Accessories,,1988.0,,,37.0,6.0
6315-1,Road Signs,3.0,22.0,13.0,4.0,7.0,Modern day,Town,Accessories,,1988.0,,,11.0,0.0
6316-1,Flags and Fences,4.0,15.0,7.0,5.0,2.0,Modern day,Town,Accessories,,1988.0,470.30399999999986,0.05,38.0,0.0
6317-1,Trees and Flowers,4.0,19.0,13.0,5.0,2.0,Modern day,Town,Accessories,,1988.0,,,24.0,0.0
6349-1,Holiday Villa,,251.0,52.0,5.0,5.0,Modern day,Town,Leisure,,1988.0,,,205.0,2.0
6356-1,Med-Star Rescue Plane,15.5,158.0,19.0,4.7,7.0,Modern day,Town,Medical,,1988.0,,,159.0,3.0
6357-1,Stunt 'Copter N' Truck,17.0,157.0,11.0,4.5,8.0,Modern day,Town,Vehicles,,1988.0,,,177.0,2.0
6394-1,Metro Park & Service Tower,58.25,624.0,113.0,4.8,11.0,Modern day,Town,Shops and Services,,1988.0,,,620.0,6.0
6395-1,Victory Lap Raceway,58.25,417.0,100.0,4.7,11.0,Modern day,Town,Racing,,1988.0,,,606.0,13.0
6503-1,Sprint Racer,,16.0,4.0,4.3,11.0,Modern day,Town,Racing,,1988.0,,,32.0,1.0
6504-1,Tractor,,58.0,4.0,3.8,4.0,Modern day,Town,Construction,,1988.0,,,25.0,1.0
6505-1,Fire Chief's Car,,48.0,4.0,3.3,3.0,Modern day,Town,Fire,,1988.0,,,29.0,1.0
6524-1,Blizzard Blazer,4.0,20.0,6.0,4.7,3.0,Modern day,Town,Maintenance,,1988.0,,,50.0,1.0
6590-1,Vacation Camper,,124.0,15.0,4.8,6.0,Modern day,Town,Leisure,,1988.0,,,116.0,2.0
6642-1,Police Helicopter,15.0,52.0,7.0,4.3,4.0,Modern day,Town,Police,,1988.0,,,66.0,1.0
6643-1,Fire Chief's Truck,,85.0,8.0,4.8,4.0,Modern day,Town,Fire,,1988.0,,,74.0,1.0
6674-1,Crane Truck,,237.0,10.0,4.0,1.0,Modern day,Town,Vehicles,,1988.0,,,94.0,1.0
6675-1,Road & Trail 4 x 4,,102.0,7.0,4.6,5.0,Modern day,Town,Vehicles,,1988.0,,,81.0,1.0
6703-1,Minifig Pack,,225.0,34.0,4.8,4.0,Action/Adventure,Space,Miscellaneous,,1988.0,,,42.0,6.0
6770-1,Lunar Transporter Patroller,,279.0,36.0,3.0,2.0,Action/Adventure,Space,Futuron,,1988.0,,,117.0,1.0
6828-1,Twin-Winged Spoiler,,157.0,10.0,5.0,1.0,Action/Adventure,Space,Futuron,,1988.0,,,57.0,1.0
6830-1,Space Patroller,,74.0,7.0,4.8,6.0,Action/Adventure,Space,Futuron,,1988.0,,,51.0,3.0
6848-1,Strategic Pursuer,,39.0,9.0,5.0,2.0,Action/Adventure,Space,Futuron,,1988.0,,,54.0,1.0
6875-1,Hovercraft,,75.0,15.0,5.0,1.0,Action/Adventure,Space,Futuron,,1988.0,,,93.0,1.0
6876-1,Alienator,,135.0,14.0,4.6,8.0,Action/Adventure,Space,Blacktron,,1988.0,,,86.0,1.0
6885-1,Crater Crawler,,,15.0,3.5,2.0,Action/Adventure,Space,Futuron,,1988.0,,,100.0,1.0
6921-1,Monorail Accessory Track,34.95,202.0,125.0,4.0,1.0,Action/Adventure,Space,Futuron,,1988.0,,,46.0,0.0
6925-1,Interplanetary Rover,,226.0,43.0,,,Action/Adventure,Space,Futuron,,1988.0,,,217.0,4.0
6987-1,Message Intercept Base,,1126.0,180.0,4.8,11.0,Action/Adventure,Space,Blacktron,,1988.0,,,569.0,5.0
8712-1,Technic Figures,8.25,60.0,27.0,3.5,4.0,Technical,Technic,Supplementary,,1988.0,,,10.0,3.0
8832-1,Roadster,,,9.0,3.8,4.0,Technical,Technic,,,1988.0,,,86.0,0.0
8853-1,Excavator,,164.0,27.0,4.0,2.0,Technical,Technic,,,1988.0,,,326.0,0.0
8855-1,Prop Plane,,184.0,72.0,3.5,4.0,Technical,Technic,,,1988.0,,,569.0,1.0
8865-1,Test Car,,449.0,95.0,4.1,9.0,Technical,Technic,,,1988.0,,,900.0,0.0
1489-1,Mobile Car Crane,12.75,444.0,40.0,5.0,1.0,Modern day,Town,Vehicles,,1989.0,,,174.0,2.0
1517-1,Black Racing Car,,,6.0,4.0,3.0,Modern day,Town,Racing,,1989.0,,,32.0,1.0
