set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,year,volume,weight,piece_cnt,minifig_cnt,number_parts,total_parts,number_spare_parts,total_spare_parts,number_colors,1st_color,2nd_color,bars_ladders_and_fences_cnt_prts,baseplates_cnt_prts,belville_scala_and_fabuland_cnt_prts,bionicle_hero_factory_and_constraction_cnt_prts,bricks_cnt_prts,bricks_curved_cnt_prts,bricks_printed_cnt_prts,bricks_round_and_cones_cnt_prts,bricks_sloped_cnt_prts,bricks_special_cnt_prts,bricks_wedged_cnt_prts,clikits_cnt_prts,containers_cnt_prts,duplo_quatro_and_primo_cnt_prts,flags_signs_plastics_and_cloth_cnt_prts,ho_scale_cnt_prts,hinges_arms_and_turntables_cnt_prts,magnets_and_holders_cnt_prts,mechanical_cnt_prts,minifig_accessories_cnt_prts,minifigs_cnt_prts,non-buildable_figures_cnt_prts,non-lego_cnt_prts,other_cnt_prts,panels_cnt_prts,plants_and_animals_cnt_prts,plates_cnt_prts,plates_angled_cnt_prts,plates_round_and_dishes_cnt_prts,plates_special_cnt_prts,pneumatics_cnt_prts,power_functions_mindstorms_and_electric_cnt_prts,rock_cnt_prts,string_bands_and_reels_cnt_prts,supports_girders_and_cranes_cnt_prts,technic_axles_cnt_prts,technic_beams_cnt_prts,technic_beams_special_cnt_prts,technic_bricks_cnt_prts,technic_bushes_cnt_prts,technic_connectors_cnt_prts,technic_gears_cnt_prts,technic_panels_cnt_prts,technic_pins_cnt_prts,technic_special_cnt_prts,technic_steering_suspension_and_engine_cnt_prts,tiles_cnt_prts,tiles_printed_cnt_prts,tiles_special_cnt_prts,tools_cnt_prts,transportation_-_land_cnt_prts,transportation_-_sea_and_air_cnt_prts,tubes_and_hoses_cnt_prts,wheels_and_tyres_cnt_prts,windows_and_doors_cnt_prts,windscreens_and_fuselage_cnt_prts,znap_cnt_prts,bars_ladders_and_fences_tot_prts,baseplates_tot_prts,belville_scala_and_fabuland_tot_prts,bionicle_hero_factory_and_constraction_tot_prts,bricks_tot_prts,bricks_curved_tot_prts,bricks_printed_tot_prts,bricks_round_and_cones_tot_prts,bricks_sloped_tot_prts,bricks_special_tot_prts,bricks_wedged_tot_prts,clikits_tot_prts,containers_tot_prts,duplo_quatro_and_primo_tot_prts,flags_signs_plastics_and_cloth_tot_prts,ho_scale_tot_prts,hinges_arms_and_turntables_tot_prts,magnets_and_holders_tot_prts,mechanical_tot_prts,minifig_accessories_tot_prts,minifigs_tot_prts,non-buildable_figures_tot_prts,non-lego_tot_prts,other_tot_prts,panels_tot_prts,plants_and_animals_tot_prts,plates_tot_prts,plates_angled_tot_prts,plates_round_and_dishes_tot_prts,plates_special_tot_prts,pneumatics_tot_prts,power_functions_mindstorms_and_electric_tot_prts,rock_tot_prts,string_bands_and_reels_tot_prts,supports_girders_and_cranes_tot_prts,technic_axles_tot_prts,technic_beams_tot_prts,technic_beams_special_tot_prts,technic_bricks_tot_prts,technic_bushes_tot_prts,technic_connectors_tot_prts,technic_gears_tot_prts,technic_panels_tot_prts,technic_pins_tot_prts,technic_special_tot_prts,technic_steering_suspension_and_engine_tot_prts,tiles_tot_prts,tiles_printed_tot_prts,tiles_special_tot_prts,tools_tot_prts,transportation_-_land_tot_prts,transportation_-_sea_and_air_tot_prts,tubes_and_hoses_tot_prts,wheels_and_tyres_tot_prts,windows_and_doors_tot_prts,windscreens_and_fuselage_tot_prts,znap_tot_prts
7814-1,Crane Wagon,,,53.0,5.0,1.0,Modern day,Trains,4.5/12 V,1980,,,113.0,2,46,113,0,0,5,Black,Yellow,1,0,0,0,7,0,0,0,3,1,0,0,0,0,0,0,1,2,0,2,3,0,0,0,0,0,10,0,0,2,0,0,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,0,22,0,0,0,12,4,0,0,0,0,0,0,1,4,0,3,6,0,0,0,0,0,24,0,0,5,0,0,0,2,3,3,0,0,2,5,0,0,0,0,0,0,0,0,2,0,4,0,0,4,4,0,0
7816-1,Shell Tanker Wagon,,,42.0,2.0,2.0,Modern day,Trains,4.5/12 V,1980,,,120.0,1,32,111,0,0,4,Black,White,1,0,0,0,8,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,32,0,0,0,26,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0
7818-1,Passenger Coach,,179.0,38.0,4.7,3.0,Modern day,Trains,4.5/12 V,1980,,,114.0,2,42,115,0,0,7,Black,Red,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,7,0,0,0,0,0,0,32,0,0,0,20,0,0,0,0,0,0,0,0,4,0,1,7,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,2,16,0,0
7820-1,Mail Van,,308.0,81.0,4.0,3.0,Modern day,Trains,4.5/12 V,1980,,,212.0,2,56,211,0,0,7,Red,Black,0,0,0,0,10,0,0,0,3,1,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,1,8,0,0,0,0,0,0,74,0,0,0,24,4,0,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,46,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,5,0,0,4,24,0,0
7822-1,Railway Station,,,95.0,4.5,2.0,Modern day,Trains,4.5/12 V,1980,,,384.0,3,62,382,0,0,9,Red,Black,2,0,0,0,13,1,1,1,2,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,14,0,1,2,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,4,0,0,12,0,0,0,169,2,1,1,38,2,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,67,0,4,13,0,0,0,0,4,2,0,0,0,4,4,0,0,0,0,0,13,0,0,0,14,0,0,0,18,0,0
7834-1,Level Crossing,,169.0,41.0,3.0,2.0,Modern day,Trains,4.5/12 V,1980,,,91.0,1,31,95,0,0,7,Blue,Red,0,1,0,0,6,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,1,0,0,34,0,0,0,22,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,1,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0
7850-1,8 Straight Rails Grey 4.5 V,,25.0,16.0,,,Modern day,Trains,4.5/12 V,1980,,,32.0,0,2,32,0,0,2,Dark Gray,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
7851-1,8 Curved Rails Grey 4.5 V,,12.0,9.0,5.0,1.0,Modern day,Trains,4.5/12 V,1980,,,32.0,0,3,32,0,0,2,Dark Gray,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
7852-1,Left and Right Points Manual Grey 4.5 V,,8.0,7.0,5.0,2.0,Modern day,Trains,4.5/12 V,1980,,,14.0,0,6,14,0,0,3,Dark Gray,Black,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7853-1,"Crossing, Grey 4.5 V",,8.0,7.0,,,Modern day,Trains,4.5/12 V,1980,,,5.0,0,2,5,0,0,2,Dark Gray,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7854-1,8 Straight Electric Rails Grey 12 V,,23.0,14.0,4.0,1.0,Modern day,Trains,4.5/12 V,1980,,,8.0,0,1,8,0,0,1,Light Gray,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7855-1,8 Curved Electric Rails Grey 12 V,,11.0,7.0,,,Modern day,Trains,4.5/12 V,1980,,,8.0,0,1,8,0,0,1,Light Gray,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7856-1,Left and Right Manual Points with Electric Rails Grey 12 V,,44.0,31.0,,,Modern day,Trains,4.5/12 V,1980,,,16.0,0,7,16,0,0,3,Dark Gray,Light Gray,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7857-1,"Crossing, Electric Rails Grey 12 V",,12.0,7.0,,,Modern day,Trains,4.5/12 V,1980,,,5.0,0,2,5,0,0,2,Dark Gray,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7858-1,Remote Controlled Points Right 12 V,,73.0,41.0,,,Modern day,Trains,4.5/12 V,1980,,,12.0,0,9,12,0,0,3,Light Gray,Dark Gray,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7859-1,Remote Controlled Points Left 12 V,,91.0,41.0,,,Modern day,Trains,4.5/12 V,1980,,,12.0,0,9,12,0,0,3,Light Gray,Dark Gray,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7860-1,Remote Controlled Signal 12 V,,142.0,76.0,4.5,2.0,Modern day,Trains,4.5/12 V,1980,,,24.0,0,13,25,0,0,3,Light Gray,Dark Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
7861-1,Lighting Set Electric 12 V,,47.0,24.0,4.0,1.0,Modern day,Trains,4.5/12 V,1980,,,28.0,0,7,28,0,0,7,Trans-Clear,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7863-1,Remote Controlled Point Motor 12 V,,52.0,42.0,3.0,1.0,Modern day,Trains,4.5/12 V,1980,,,7.0,0,6,7,0,0,2,Light Gray,Black,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7864-1,Transformer / Speed Controller 12 V,,76.0,27.0,3.5,2.0,Modern day,Trains,4.5/12 V,1980,,,33.0,0,20,34,0,0,3,Black,Light Gray,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,4,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,7,0,0,0,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7865-1,Motor Replacement Unit for Battery or Motor-Less Trains 12 V,,188.0,92.0,4.0,1.0,Modern day,Trains,4.5/12 V,1980,,,19.0,0,7,19,0,0,2,Light Gray,Black,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0
8857-2,Motorcycles,49.5,,79.0,,,Technical,Technic,,1980,,,377.0,0,93,409,0,0,6,Light Gray,Black,1,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,38,0,0,2,0,0,0,1,0,4,0,0,6,1,1,4,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,37,0,0,0,43,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,162,0,0,7,0,0,0,1,0,19,0,0,25,20,16,10,0,22,32,1,0,0,0,0,0,0,0,6,0,0,0
8858-2,Auto Engines,69.0,,100.0,5.0,2.0,Technical,Technic,,1980,,,460.0,0,46,242,0,0,5,Blue,Light Gray,0,0,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,1,1,0,0,0,1,0,4,0,0,4,1,1,2,0,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31,0,0,1,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,76,0,2,6,0,0,0,2,0,19,0,0,14,17,16,9,0,8,0,6,12,0,0,0,0,0,6,2,0,0,0
8860-1,Car Chassis,59.0,661.0,94.0,4.7,19.0,Technical,Technic,,1980,,,668.0,0,117,676,0,0,5,Black,Light Gray,0,0,0,0,13,0,0,4,9,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,43,0,1,0,0,0,0,2,0,6,0,0,13,1,1,6,0,2,0,4,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,35,0,0,13,30,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,205,0,6,0,0,0,0,3,0,46,0,0,100,58,13,35,0,66,0,15,18,0,0,0,0,0,4,9,0,0,0
3601-1,Elton Elephant,,,9.0,3.0,1.0,Junior,Fabuland,,1981,,,6.0,1,6,7,0,0,3,Yellow,Brown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629-1,Barney Bear,,52.0,9.0,,,Junior,Fabuland,,1981,,,16.0,1,12,17,0,0,5,Red,Yellow,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
3635-1,Bonnie Bunny's Camper,,125.0,15.0,3.5,2.0,Junior,Fabuland,,1981,,,25.0,1,21,34,3,3,7,Blue,Red,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0
6075-2,Castle,48.0,,335.0,5.0,1.0,Historical,Castle,Classic,1981,,,767.0,14,88,774,0,0,7,Yellow,Light Gray,2,2,0,0,13,3,0,1,10,1,0,0,0,0,1,0,2,0,0,11,9,0,0,0,0,0,22,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,4,5,0,0,432,17,0,6,76,2,0,0,0,0,1,0,16,0,0,55,42,0,0,0,0,0,92,0,0,2,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,8,0,0
6077-1,Knight's Procession,5.0,,43.0,4.0,1.0,Historical,Castle,Classic,1981,,,48.0,6,21,49,0,0,6,Light Gray,Black,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
6083-1,Knight's Joust,16.0,,195.0,,,Historical,Castle,Classic,1981,,,211.0,6,76,210,0,0,8,White,Black,0,1,0,0,17,1,0,3,13,0,0,0,0,0,1,0,0,0,0,9,13,0,0,0,0,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61,2,0,20,61,0,0,0,0,0,2,0,0,0,0,14,20,0,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6365-1,Summer Cottage,,211.0,30.0,4.7,6.0,Modern day,Town,Leisure,1981,,,144.0,1,58,157,3,5,9,Yellow,Red,1,1,0,0,14,0,0,1,6,0,0,0,0,0,0,0,2,0,0,1,5,0,1,0,0,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,1,1,0,0,56,0,0,1,29,0,0,0,0,0,0,0,2,0,0,2,5,0,1,0,0,21,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,16,0,0
6382-1,Fire Station,25.0,417.0,52.0,4.7,9.0,Modern day,Town,Fire,1981,,,390.0,4,99,396,1,2,11,Red,Black,4,1,0,0,11,0,0,0,4,4,0,0,0,0,0,0,8,0,0,4,5,0,0,0,0,4,27,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,3,9,1,0,8,1,0,0,104,0,0,0,12,37,0,0,0,0,0,0,12,0,0,7,13,0,0,0,0,11,103,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,1,0,12,50,2,0
6383-1,Public Works Center,30.0,799.0,447.0,5.0,6.0,Modern day,Town,Maintenance,1981,,,421.0,4,106,420,0,0,12,Yellow,Blue,2,2,0,0,19,0,1,3,6,3,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,1,30,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,2,7,1,0,6,2,0,0,143,0,1,5,20,30,0,0,0,0,0,0,6,0,0,8,12,0,0,0,0,2,103,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,15,39,1,0
6600-1,Police Patrol,,,20.0,3.5,2.0,Modern day,Town,Classic,1981,,,23.0,1,16,23,0,0,6,Black,White,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0
6602-1,Fire Unit I,,,7.0,2.0,1.0,Modern day,Town,Classic,1981,,,29.0,1,15,25,1,1,7,Red,Black,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0
6610-1,Gas Pumps,,89.0,7.0,4.3,3.0,Modern day,Town,Shops and Services,1981,,,29.0,1,16,29,1,1,7,White,Yellow,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,5,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6611-1,Fire Chief's Car,,88.0,2.0,4.0,3.0,Modern day,Town,Fire,1981,,,20.0,1,16,21,1,1,5,Black,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0
6626-1,Rescue Helicopter,,,14.0,,,Modern day,Town,Classic,1981,,,37.0,0,22,37,1,1,5,White,Light Gray,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6628-1,Shell Tow Truck,,53.0,5.0,3.8,5.0,Modern day,Town,Vehicles,1981,,,38.0,0,23,38,0,0,6,Red,White,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2,1,0
6629-1,Ambulance,,126.0,4.0,4.0,2.0,Modern day,Town,Medical,1981,,,39.0,1,24,39,0,0,9,White,Black,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,2,1,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,2,1,0
