set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,main_tag,set_type,packaging
1066-1,Little People with Accessories,Educational,Dacta,Town,1982.0,138.0,36.0,,/minifigs/inset-1066-1,,118.0,,,,,Normal,
1082-1,Roof Bricks,Educational,Dacta,,1982.0,336.0,0.0,,,,64.0,,,,,Normal,
1201-1,Hooks,Miscellaneous,Service Packs,,1982.0,,0.0,,,,,,,,,Normal,
1205-1,Keys for wind-up motor,Miscellaneous,Service Packs,,1982.0,2.0,0.0,,,,2.0,1.0,,,,Normal,Polybag
1209-1,{Fences and Gates},Miscellaneous,Service Packs,,1982.0,10.0,0.0,,,,6.0,,,,,Normal,Polybag
1211-1,Space Stands and Brackets,Miscellaneous,Service Packs,Space,1982.0,8.0,0.0,,,2.25,5.0,,,,,Normal,Polybag
1221-1,Yellow beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,9.0,,,,,Normal,Polybag
1222-1,Blue beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,10.0,,,,,Normal,Polybag
1223-1,Black beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,7.0,,,,,Normal,Polybag
1224-1,Red beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,9.0,,,,,Normal,Polybag
1226-1,Tractor wheels and tyres,Miscellaneous,Service Packs,,1982.0,12.0,0.0,,,,6.0,,,,,Normal,Polybag
1590-2,Breakdown Assistance,Modern day,Town,Special,1982.0,233.0,4.0,,/minifigs/inset-1590-2,,,166.0,4.0,1.0,,Normal,Box
1600-1,Pampers Gift Pack,Pre-school,Duplo,,1982.0,5.0,1.0,,/minifigs/inset-1600-1,,,,,,,Normal,Box
1656-2,Viking Line Ferry,Miscellaneous,Promotional,Ferries,1982.0,244.0,0.0,,,,,91.0,,,,Normal,Box
1658-1,Viking Line Ferry 'Viking Saga',Miscellaneous,Promotional,Ferries,1982.0,207.0,0.0,,,,,299.0,4.0,2.0,,Normal,Box
1905-1,Mini Building Set,Basic,Basic,,1982.0,36.0,0.0,,,,4.0,,,,,Normal,Box
1910-1,3+ Building Set,Basic,Basic,,1982.0,85.0,0.0,,,,,,,,,Normal,
1920-1,Promo Basic Set,Basic,Basic,,1982.0,115.0,0.0,,,,,,,,,Normal,Box
1922-2,Basic Building Set with Storage Case,Basic,Basic,,1982.0,52.0,0.0,,,,,,,,,Normal,Other
2302-1,Building Plate Red,Pre-school,Duplo,,1982.0,1.0,0.0,,,,,,,,,Normal,
2306-2,Supplementary Bricks,Pre-school,Duplo,,1982.0,18.0,0.0,,,,,,,,,Normal,Box
2308-1,Basic Set,Pre-school,Duplo,,1982.0,,0.0,,,,,,,,,Normal,
2622-1,Little Plane,Pre-school,Duplo,,1982.0,2.0,1.0,,/minifigs/inset-2622-1,,,7.0,,,,Normal,
2635-1,Fire Engine,Pre-school,Duplo,,1982.0,4.0,1.0,,/minifigs/inset-2635-1,,,7.0,,,,Normal,
2641-1,Barnyard,Pre-school,Duplo,,1982.0,21.0,1.0,,/minifigs/inset-2641-1,,,12.0,,,,Normal,Box
2642-1,Living Room,Pre-school,Duplo,,1982.0,26.0,4.0,,/minifigs/inset-2642-1,,,,,,,Normal,Box
2648-1,Play-Box Home and Garage,Pre-school,Duplo,,1982.0,18.0,2.0,,/minifigs/inset-2648-1,,,56.0,,,,Normal,
3654-1,Lisa Lamb's House,Junior,Fabuland,,1982.0,32.0,1.0,,/minifigs/inset-3654-1,10.0,140.0,16.0,,,,Normal,
3666-1,Billy Bear and Mortimer Mouse's Service Station,Junior,Fabuland,,1982.0,28.0,2.0,,/minifigs/inset-3666-1,,,99.0,,,,Normal,
3667-1,Pat and Freddy's Shop,Junior,Fabuland,,1982.0,58.0,2.0,,/minifigs/inset-3667-1,,,79.0,4.0,1.0,,Normal,
3669-1,Fire Station,Junior,Fabuland,,1982.0,33.0,3.0,,/minifigs/inset-3669-1,,,49.0,,,,Normal,
3672-1,The Motel,Junior,Fabuland,,1982.0,60.0,3.0,,/minifigs/inset-3672-1,,,90.0,5.0,1.0,,Normal,
3678-1,Lionel Lion's Lodge,Junior,Fabuland,,1982.0,123.0,4.0,,/minifigs/inset-3678-1,,,224.0,,,,Normal,
3694-1,Figure collection,Junior,Fabuland,,1982.0,,0.0,,,,,,,,,Normal,
3695-1,Figure collection,Junior,Fabuland,,1982.0,,80.0,,/minifigs/inset-3695-1,,,,,,,Normal,
3701-1,Charlie Cat the fisherman,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3701-1,1.5,17.0,8.0,4.0,2.0,,Normal,
3703-1,Peter Pig the Cook,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3703-1,,1.0,6.0,3.0,1.0,,Normal,
3704-1,Marjorie Mouse,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3704-1,1.5,,8.0,,,,Normal,
3706-1,Ernie Elephant,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3706-1,,30.0,6.0,3.0,2.0,,Normal,
3707-1,Clara Cow,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3707-1,,20.0,7.0,3.0,1.0,,Normal,
3708-1,Rufus Rabbit,Junior,Fabuland,,1982.0,3.0,1.0,,/minifigs/inset-3708-1,,22.0,6.0,3.5,2.0,,Normal,
3781-1,Maximillian Mouse,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3781-1,,,11.0,,,,Normal,
3782-1,Paul Parrot,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3782-1,,21.0,9.0,2.0,1.0,,Normal,
3784-1,Hugo Hog the Tinker,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3784-1,,22.0,7.0,4.0,1.0,,Normal,
3786-1,Boris Bulldog,Junior,Fabuland,,1982.0,8.0,1.0,,/minifigs/inset-3786-1,,30.0,6.0,5.0,1.0,,Normal,
4005-1,Tug Boat,Modern day,Boats,,1982.0,66.0,1.0,,/minifigs/inset-4005-1,10.0,,23.0,4.4,8.0,,Normal,Box
4015-1,Freighter,Modern day,Boats,,1982.0,80.0,2.0,,/minifigs/inset-4015-1,,,63.0,4.0,7.0,,Normal,Box
4025-1,Fire Boat,Modern day,Boats,,1982.0,150.0,3.0,,/minifigs/inset-4025-1,,275.0,26.0,4.5,2.0,,Normal,Box
5235-2,Schoolroom,Vintage themes,Homemaker,,1982.0,231.0,0.0,,,,,93.0,,,,Normal,
6302-1,Mini-Figure Set,Modern day,Town,Accessories,1982.0,25.0,6.0,,/minifigs/inset-6302-1,,77.0,30.0,5.0,2.0,,Normal,Box
6308-1,Policemen,Modern day,Town,Accessories,1982.0,20.0,4.0,,/minifigs/inset-6308-1,,,6.0,,,,Normal,Box
6362-1,Post Office,Modern day,Town,Postal,1982.0,133.0,1.0,,/minifigs/inset-6362-1,,329.0,38.0,4.7,10.0,,Normal,Box
6372-1,Town House,Modern day,Town,Leisure,1982.0,217.0,2.0,,/minifigs/inset-6372-1,,784.0,57.0,4.8,4.0,,Normal,Box
6607-1,Service Truck,Modern day,Town,Maintenance,1982.0,25.0,1.0,,/minifigs/inset-6607-1,,66.0,4.0,4.0,5.0,,Normal,Box
6608-1,Tractor,Modern day,Town,Maintenance,1982.0,21.0,1.0,,/minifigs/inset-6608-1,,68.0,3.0,3.5,4.0,,Normal,Box
6651-1,Mail Truck,Modern day,Town,Postal,1982.0,47.0,1.0,,/minifigs/inset-6651-1,,167.0,12.0,4.2,5.0,,Normal,Box
6653-1,Highway Maintenance Truck,Modern day,Town,Maintenance,1982.0,56.0,1.0,,/minifigs/inset-6653-1,,36.0,11.0,4.5,4.0,,Normal,Box
6685-1,Fire Copter 1,Modern day,Town,Fire,1982.0,99.0,1.0,,/minifigs/inset-6685-1,,268.0,10.0,4.9,7.0,,Normal,Box
6880-1,Surface Explorer,Action/Adventure,Space,Classic,1982.0,82.0,1.0,,/minifigs/inset-6880-1,7.5,134.0,23.0,4.0,4.0,,Normal,
6890-1,Cosmic Cruiser,Action/Adventure,Space,Classic,1982.0,115.0,1.0,,/minifigs/inset-6890-1,11.0,270.0,32.0,4.8,4.0,,Normal,
6950-1,Mobile Rocket Transport,Action/Adventure,Space,Classic,1982.0,209.0,2.0,,/minifigs/inset-6950-1,,410.0,71.0,4.6,7.0,,Normal,
8030-1,Universal Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,,13.0,3.7,3.0,,Normal,Box
8050-1,Universal Motor Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,,50.0,4.0,1.0,,Normal,Box
8090-1,Universal Set,Technical,Technic,Universal,1982.0,266.0,0.0,,,,,85.0,,,,Normal,Box
8700-1,Power Pack,Technical,Technic,Supplementary,1982.0,26.0,0.0,/inventories/8700-1,,,68.0,29.0,5.0,1.0,,Normal,Box
8846-1,Tow Truck,Technical,Technic,,1982.0,379.0,0.0,,,,,43.0,4.7,3.0,,Normal,Box
50YOP-1,50 Years of Play,Miscellaneous,Books,LEGO,1982.0,,0.0,,,,,,,,,Book,
710-3,"Basic Building Set, 7+",Basic,Basic,,1983.0,364.0,2.0,,/minifigs/inset-710-3,,,54.0,,,,Normal,Box
757-1,Storage Tray Red,Miscellaneous,Gear,Storage,1983.0,,0.0,,,,,23.0,,,,Gear,
758-1,Storage Tray Blue,Miscellaneous,Gear,Storage,1983.0,,0.0,,,,,23.0,,,,Gear,
1031-1,Building Cards - 1030,Educational,Dacta,,1983.0,20.0,0.0,,,15.75,,12.0,,,,Normal,
1055-1,Mini Basic Pack,Educational,Dacta,,1983.0,,0.0,,,,,,,,,Normal,
1126-1,Jack,Miscellaneous,Service Packs,,1983.0,2.0,0.0,,,,3.0,1.0,,,,Normal,Polybag
1161-1,Pump cylinder,Miscellaneous,Service Packs,Technic,1983.0,1.0,0.0,,,,11.0,,,,,Normal,Polybag
1593-1,Super Model Building Instructions,Action/Adventure,Space,Classic,1983.0,313.0,2.0,,/minifigs/inset-1593-1,,,215.0,2.2,6.0,,Normal,
1907-1,Crecer Feliz Giftbox,Pre-school,Duplo,,1983.0,2.0,0.0,,,,,,,,,Normal,
1911-1,Basic Set,Basic,Basic,,1983.0,34.0,0.0,,,,23.0,,,,,Normal,Box
1912-1,Car,Basic,Basic,,1983.0,20.0,0.0,,,,7.0,2.0,,,,Normal,Polybag
1913-1,Boat,Basic,Basic,,1983.0,27.0,0.0,,,,2.0,1.0,,,,Normal,Polybag
1914-1,Helicopter,Basic,Basic,,1983.0,20.0,0.0,,,,6.0,2.0,,,,Normal,Polybag
1915-1,Aircraft,Basic,Basic,,1983.0,20.0,0.0,,,,6.0,2.0,3.0,1.0,,Normal,Polybag
1916-2,Animal,Pre-school,Duplo,,1983.0,6.0,0.0,,,,,,,,,Normal,Polybag
1917-2,Animal,Pre-school,Duplo,,1983.0,5.0,0.0,,,,4.0,,,,,Normal,Polybag
1918-1,Bird,Pre-school,Duplo,,1983.0,5.0,0.0,,,,9.0,,,,,Normal,Polybag
1919-1,Duplo Promotional Set,Pre-school,Duplo,,1983.0,4.0,1.0,,/minifigs/inset-1919-1,,6.0,,,,,Normal,Polybag
1924-1,Motorcycle,Technical,Technic,,1983.0,103.0,0.0,,,,,12.0,4.7,3.0,,Normal,Box
1944-1,Universal Building Set with Storage Case,Basic,Basic,,1983.0,138.0,0.0,,,,,,,,,Normal,
1977-1,Special Three-Set Space Pack,Action/Adventure,Space,Bonus/Value Pack,1983.0,82.0,0.0,,,,385.0,,,,,Collection,
1978-2,Town Value Pack,Modern day,Town,Bonus/Value Pack,1983.0,100.0,0.0,,,,,,,,,Collection,Box
2015-1,Oval Rattle,Pre-school,Duplo,Baby,1983.0,1.0,0.0,,,,22.0,8.0,,,,Normal,
2023-1,Square Rattle,Pre-school,Duplo,Baby,1983.0,1.0,0.0,,,,,,,,,Normal,
2024-1,Duck Rattle,Pre-school,Duplo,Baby,1983.0,1.0,0.0,,,,12.0,8.0,,,,Normal,
2037-1,Spin-A-Coaster,Pre-school,Duplo,Baby,1983.0,2.0,0.0,,,,80.0,,,,,Normal,
2038-1,Activity and Bath Toy,Pre-school,Duplo,Baby,1983.0,2.0,0.0,,,,,,,,,Normal,
2365-1,Basic Set Safari,Pre-school,Duplo,,1983.0,34.0,0.0,,,,,,,,,Normal,Box
2401-1,Racer,Pre-school,Duplo,,1983.0,3.0,1.0,,/minifigs/inset-2401-1,,,,,,,Normal,
2402-1,Police Car,Pre-school,Duplo,,1983.0,5.0,1.0,,/minifigs/inset-2402-1,,,,,,,Normal,
2411-1,Camping,Pre-school,Duplo,,1983.0,11.0,2.0,,/minifigs/inset-2411-1,,,,,,,Normal,
2634-1,Tip Truck,Pre-school,Duplo,,1983.0,7.0,1.0,,/minifigs/inset-2634-1,,,,,,,Normal,Box
2646-1,Crane Set,Pre-school,Duplo,,1983.0,23.0,1.0,,/minifigs/inset-2646-1,,,,,,,Normal,Box
2700-1,Train Set,Pre-school,Duplo,Trains,1983.0,31.0,1.0,,/minifigs/inset-2700-1,,,28.0,,,,Normal,
2705-1,Passenger Train,Pre-school,Duplo,Trains,1983.0,12.0,2.0,,/minifigs/inset-2705-1,,,,5.0,1.0,,Normal,
2711-1,Straight Tracks,Pre-school,Duplo,Trains,1983.0,4.0,0.0,,,4.0,,,,,,Normal,
2712-1,Curved Tracks,Pre-school,Duplo,Trains,1983.0,4.0,0.0,,,4.0,,,4.0,1.0,,Normal,
3626-1,Roger Racoon and his Sports Car,Junior,Fabuland,,1983.0,16.0,1.0,,/minifigs/inset-3626-1,,55.0,16.0,,,,Normal,
3627-1,Bonnie Bunny ,Junior,Fabuland,,1983.0,18.0,1.0,,/minifigs/inset-3627-1,,104.0,16.0,,,,Normal,
3637-1,Gertrude Goat the painter,Junior,Fabuland,,1983.0,14.0,1.0,,/minifigs/inset-3637-1,,,14.0,,,,Normal,
3638-1,Fire Engine,Junior,Fabuland,,1983.0,17.0,1.0,,/minifigs/inset-3638-1,,,12.0,,,,Normal,
3709-1,Henry Horse the carpenter,Junior,Fabuland,,1983.0,2.0,1.0,,/minifigs/inset-3709-1,,22.0,5.0,,,,Normal,
3710-1,Patrick Panda,Junior,Fabuland,,1983.0,2.0,1.0,,/minifigs/inset-3710-1,,18.0,8.0,,,,Normal,
3787-1,Hannah Hippopotamus the public gardener,Junior,Fabuland,,1983.0,8.0,1.0,,/minifigs/inset-3787-1,,32.0,12.0,,,,Normal,
3788-1,Paulette Poodles' Living Room,Junior,Fabuland,,1983.0,12.0,1.0,,/minifigs/inset-3788-1,,90.0,10.0,,,,Normal,
6002-1,Town Figures,Modern day,Town,Accessories,1983.0,20.0,4.0,,/minifigs/inset-6002-1,,,,,,,Normal,Blister pack
6002-2,Castle Figures,Historical,Castle,Classic,1983.0,22.0,4.0,,/minifigs/inset-6002-2,,,45.0,4.5,2.0,,Normal,Blister pack
6307-1,Firemen,Modern day,Town,Accessories,1983.0,22.0,4.0,,/minifigs/inset-6307-1,,,380.0,4.0,1.0,,Normal,Blister pack
6371-1,Shell Service Station,Modern day,Town,Shops and Services,1983.0,261.0,3.0,,/minifigs/inset-6371-1,,655.0,89.0,4.0,2.0,,Normal,Box
6374-1,Holiday Home,Modern day,Town,Leisure,1983.0,257.0,2.0,,/minifigs/inset-6374-1,,,63.0,5.0,4.0,,Normal,Box
6384-1,Police Station,Modern day,Town,Police,1983.0,389.0,4.0,,/minifigs/inset-6384-1,,325.0,52.0,4.4,7.0,,Normal,Box
6606-1,Road Repair Set,Modern day,Town,Maintenance,1983.0,27.0,1.0,,/minifigs/inset-6606-1,,27.0,4.0,4.0,2.0,,Normal,Box
6623-1,Police Car,Modern day,Town,Police,1983.0,39.0,1.0,,/minifigs/inset-6623-1,,28.0,7.0,4.3,6.0,,Normal,Box
6624-1,Delivery Van,Modern day,Town,Vehicles,1983.0,41.0,1.0,,/minifigs/inset-6624-1,,67.0,8.0,4.5,6.0,,Normal,Box
6652-1,Construction Truck,Modern day,Town,Construction,1983.0,44.0,1.0,,/minifigs/inset-6652-1,,111.0,4.0,4.0,3.0,,Normal,Box
6654-1,Motorcycle Transport,Modern day,Town,Vehicles,1983.0,50.0,1.0,,/minifigs/inset-6654-1,,139.0,8.0,4.2,5.0,,Normal,Box
6683-1,Hamburger Stand,Modern day,Town,Shops and Services,1983.0,69.0,2.0,,/minifigs/inset-6683-1,,305.0,30.0,5.0,7.0,,Normal,Box
6692-1,Tractor Trailer,Modern day,Town,Vehicles,1983.0,96.0,1.0,,/minifigs/inset-6692-1,,249.0,16.0,4.5,4.0,,Normal,Box
6701-1,Minifig Pack,Action/Adventure,Space,Classic,1983.0,36.0,6.0,,/minifigs/inset-6701-1,,159.0,27.0,5.0,2.0,,Normal,
6711-1,Minifig Pack,Action/Adventure,Space,Classic,1983.0,24.0,4.0,,/minifigs/inset-6711-1,4.5,,43.0,5.0,1.0,,Normal,
6803-1,Space Patrol,Action/Adventure,Space,Classic,1983.0,25.0,1.0,,/minifigs/inset-6803-1,,80.0,7.0,4.7,3.0,,Normal,
6823-1,Surface Transport,Action/Adventure,Space,Classic,1983.0,27.0,1.0,,/minifigs/inset-6823-1,,87.0,8.0,4.0,2.0,,Normal,
6844-1,Sismobile,Action/Adventure,Space,Classic,1983.0,46.0,1.0,,/minifigs/inset-6844-1,,75.0,7.0,5.0,4.0,,Normal,
6930-1,Space Supply Station,Action/Adventure,Space,Classic,1983.0,206.0,4.0,,/minifigs/inset-6930-1,,520.0,59.0,4.6,10.0,,Normal,
6980-1,Galaxy Commander,Action/Adventure,Space,Classic,1983.0,443.0,5.0,,/minifigs/inset-6980-1,,1846.0,151.0,4.7,11.0,,Normal,
7727-1,Freight Steam Train Set,Modern day,Trains,4.5/12 V,1983.0,570.0,2.0,,/minifigs/inset-7727-1,,,533.0,5.0,1.0,,Normal,Box
7755-1,Diesel Heavy Shunting Locomotive,Modern day,Trains,4.5/12 V,1983.0,164.0,1.0,,/minifigs/inset-7755-1,,588.0,166.0,3.8,4.0,,Normal,Box
7815-1,Passenger Carriage / Sleeper,Modern day,Trains,4.5/12 V,1983.0,228.0,2.0,,/minifigs/inset-7815-1,,480.0,143.0,4.8,4.0,,Normal,Box
7819-1,Postal Container Wagon,Modern day,Trains,4.5/12 V,1983.0,183.0,1.0,,/minifigs/inset-7819-1,,280.0,119.0,4.5,2.0,,Normal,Box
7821-1,Track & Lighting Maintenance Wagon,Modern day,Trains,4.5/12 V,1983.0,90.0,2.0,,/minifigs/inset-7821-1,,159.0,36.0,4.5,2.0,,Normal,Box
7824-1,Railway Station,Modern day,Trains,4.5/12 V,1983.0,478.0,9.0,,/minifigs/inset-7824-1,44.75,295.0,89.0,4.2,5.0,,Normal,Box
7838-1,Freight Loading Depot,Modern day,Trains,4.5/12 V,1983.0,315.0,3.0,,/minifigs/inset-7838-1,,407.0,120.0,5.0,1.0,,Normal,Box
7866-1,Remote Controlled Road Crossing 12 V,Modern day,Trains,4.5/12 V,1983.0,191.0,1.0,,/minifigs/inset-7866-1,,512.0,162.0,5.0,3.0,,Normal,Box
7867-1,4 Lighting Standards Electric 12 V,Modern day,Trains,4.5/12 V,1983.0,52.0,0.0,,,,78.0,45.0,4.0,1.0,,Normal,Box
8841-1,Dune Buggy,Technical,Technic,,1983.0,180.0,0.0,,,,111.0,14.0,3.0,3.0,,Normal,Box
8847-1,Dragster,Technical,Technic,,1983.0,250.0,0.0,,,,,52.0,4.5,2.0,,Normal,Box
15-1,Castle Minifigures,Historical,Castle,Classic,1984.0,10.0,6.0,,/minifigs/inset-15-1,,,,,,,Normal,
105-1,Mail Van,Modern day,Town,Special,1984.0,65.0,1.0,,/minifigs/inset-105-1,,199.0,116.0,4.0,1.0,,Normal,Box
226-4,The Building Book,Miscellaneous,Books,LEGO,1984.0,,0.0,,,,,,,,,Book,
311-3,"Basic Building Set, 3+",Basic,Basic,,1984.0,83.0,0.0,,,,42.0,,,,,Normal,
533-1,"Basic Building Set, 5+",Basic,Basic,,1984.0,89.0,0.0,,,,37.0,,,,,Normal,
759-1,Storage Cabinet,Miscellaneous,Gear,Storage,1984.0,,0.0,,,,78.0,53.0,4.5,2.0,,Gear,
760-1,Storage Cabinet,Miscellaneous,Gear,Storage,1984.0,,0.0,,,,,,,,,Gear,
801-4,Fabuland Characters,Junior,Fabuland,,1984.0,,2.0,,/minifigs/inset-801-4,,,,,,,Normal,Other
1012-1,Mosaic Set,Educational,Dacta,,1984.0,,0.0,,,,,,,,,Normal,
1032-1,Technic II Powered Machines Set,Educational,Dacta,Technic,1984.0,278.0,0.0,,,80.0,168.0,45.0,4.0,1.0,,Normal,
1051-1,Basic Pack,Educational,Dacta,,1984.0,,0.0,,,,,,,,,Normal,
1052-1,{Spare Elements},Educational,Dacta,,1984.0,,0.0,,,,,,,,,Normal,
1053-1,Community Buildings,Educational,Dacta,,1984.0,914.0,0.0,,,,566.0,,,,,Normal,
1084-1,{Spare Elements - Structures},Educational,Dacta,,1984.0,,0.0,,,,,,,,,Normal,
1900-1,Trial Pack Duck,Pre-school,Duplo,,1984.0,6.0,0.0,,,,,,,,,Normal,Box
1901-1,Trial Size Offer,Basic,Basic,,1984.0,31.0,0.0,,,,,,,,,Normal,
1932-1,Basic Building Set with Storage Case,Basic,Basic,,1984.0,83.0,0.0,,,,,,,,,Normal,Other
1954-2,Basic Set with Storage Case,Basic,Basic,,1984.0,137.0,0.0,,,,,,,,,Normal,Other
1976-1,Town 3-Pack,Modern day,Town,Bonus/Value Pack,1984.0,97.0,0.0,,,,522.0,,,,,Collection,Box
1979-2,Town Value Pack,Modern day,Town,Product Collection,1984.0,78.0,0.0,,,,527.0,,,,,Collection,
1983-1,Space Value Pack,Action/Adventure,Space,Bonus/Value Pack,1984.0,97.0,0.0,,,,,,,,,Collection,Blister pack
2054-1,Squirrel Rattle,Pre-school,Duplo,Baby,1984.0,2.0,0.0,,,,,,,,,Normal,
2055-1,Rocking Horse,Pre-school,Duplo,Baby,1984.0,2.0,1.0,,/minifigs/inset-2055-1,,,,,,,Normal,
2305-1,"Base Plate, Red",Pre-school,Duplo,,1984.0,1.0,0.0,,,10.0,,,,,,Normal,
2307-1,Supplementary Set,Pre-school,Duplo,,1984.0,18.0,0.0,,,,,,,,,Normal,
2309-1,Supplementary Set,Pre-school,Duplo,,1984.0,25.0,0.0,,,,,,,,,Normal,
2335-1,Basic Set Animal,Pre-school,Duplo,,1984.0,9.0,0.0,,,,,,,,,Normal,
2345-1,Basic Set House,Pre-school,Duplo,,1984.0,15.0,2.0,,/minifigs/inset-2345-1,,,,,,,Normal,
2355-1,Basic Set Vehicles,Pre-school,Duplo,,1984.0,25.0,2.0,,/minifigs/inset-2355-1,,57.0,,,,,Normal,
2375-1,Basic Set Town,Pre-school,Duplo,,1984.0,53.0,4.0,,/minifigs/inset-2375-1,,,,,,,Normal,
2618-1,Deep Sea Diver,Pre-school,Duplo,,1984.0,2.0,1.0,,/minifigs/inset-2618-1,,25.0,14.0,,,,Normal,
2619-1,Helicopter,Pre-school,Duplo,,1984.0,2.0,1.0,,/minifigs/inset-2619-1,,,4.0,,,,Normal,
2636-1,Tow Truck,Pre-school,Duplo,,1984.0,3.0,1.0,,/minifigs/inset-2636-1,,,,,,,Normal,
2639-1,Petrol Station,Pre-school,Duplo,,1984.0,12.0,2.0,,/minifigs/inset-2639-1,,,25.0,,,,Normal,
2649-1,Sea Explorer,Pre-school,Duplo,,1984.0,36.0,3.0,,/minifigs/inset-2649-1,,91.0,60.0,,,,Normal,
2713-1,Train Points,Pre-school,Duplo,Trains,1984.0,10.0,0.0,,,,34.0,20.0,,,,Normal,
2717-1,Train Bridge,Pre-school,Duplo,Trains,1984.0,5.0,0.0,,,9.0,,30.0,,,,Normal,
3630-1,Percy Pilot,Junior,Fabuland,,1984.0,8.0,1.0,,/minifigs/inset-3630-1,,,18.0,,,,Normal,
3639-1,Paddy Wagon,Junior,Fabuland,,1984.0,9.0,2.0,,/minifigs/inset-3639-1,,,14.0,,,,Normal,
3664-1,Bertie Bulldog (Police Chief) and Constable Bulldog,Junior,Fabuland,,1984.0,63.0,2.0,,/minifigs/inset-3664-1,,,31.0,5.0,1.0,,Normal,
3670-1,Service Station,Junior,Fabuland,,1984.0,52.0,2.0,,/minifigs/inset-3670-1,20.0,,54.0,,,,Normal,
3671-1,Airport,Junior,Fabuland,,1984.0,49.0,3.0,,/minifigs/inset-3671-1,22.25,197.0,78.0,,,,Normal,
3711-1,Tubby and Tuba,Junior,Fabuland,,1984.0,4.0,1.0,,/minifigs/inset-3711-1,,,8.0,,,,Normal,
3712-1,Robby Rabbit,Junior,Fabuland,,1984.0,4.0,1.0,,/minifigs/inset-3712-1,,,6.0,,,,Normal,
3713-1,Mike Monkey,Junior,Fabuland,,1984.0,7.0,1.0,,/minifigs/inset-3713-1,,,21.0,,,,Normal,
3789-1,Constable Clarke,Junior,Fabuland,,1984.0,5.0,1.0,,/minifigs/inset-3789-1,,60.0,8.0,,,,Normal,
3791-1,Wally Walrus,Junior,Fabuland,,1984.0,6.0,1.0,,/minifigs/inset-3791-1,,,7.0,,,,Normal,
6010-1,Supply Wagon,Historical,Castle,Lion Knights,1984.0,35.0,1.0,,/minifigs/inset-6010-1,3.0,167.0,9.0,4.4,12.0,,Normal,Box
6021-1,Jousting Knights,Historical,Castle,Lion Knights,1984.0,37.0,2.0,,/minifigs/inset-6021-1,5.25,91.0,16.0,4.0,5.0,,Normal,Box
6022-1,Horse Cart,Historical,Castle,Lion Knights,1984.0,42.0,2.0,,/minifigs/inset-6022-1,5.0,54.0,14.0,3.3,6.0,,Normal,Box
6030-1,Catapult,Historical,Castle,Black Falcons,1984.0,83.0,2.0,,/minifigs/inset-6030-1,6.0,264.0,18.0,4.0,8.0,,Normal,Box
6040-1,Blacksmith Shop,Historical,Castle,Lion Knights,1984.0,92.0,2.0,,/minifigs/inset-6040-1,9.25,261.0,30.0,4.4,8.0,,Normal,Box
6061-1,Siege Tower,Historical,Castle,Lion Knights,1984.0,216.0,4.0,,/minifigs/inset-6061-1,17.5,333.0,44.0,4.3,6.0,,Normal,Box
6073-1,Knight's Castle,Historical,Castle,Black Falcons,1984.0,410.0,6.0,,/minifigs/inset-6073-1,27.0,862.0,100.0,4.4,12.0,,Normal,Box
6080-1,King's Castle,Historical,Castle,Lion Knights,1984.0,674.0,12.0,,/minifigs/inset-6080-1,52.75,2314.0,158.0,4.9,15.0,,Normal,Box
6103-2,Castle Figures,Historical,Castle,Accessories,1984.0,25.0,4.0,,/minifigs/inset-6103-2,,90.0,27.0,,,,Normal,Box
6366-1,Fire & Rescue Squad,Modern day,Town,Fire,1984.0,112.0,3.0,,/minifigs/inset-6366-1,,227.0,25.0,4.3,4.0,,Normal,Box
6367-1,Semi Truck,Modern day,Town,Vehicles,1984.0,155.0,1.0,,/minifigs/inset-6367-1,,621.0,25.0,4.0,1.0,,Normal,Box
6373-1,Motorcycle Shop,Modern day,Town,Shops and Services,1984.0,171.0,2.0,,/minifigs/inset-6373-1,17.5,1049.0,50.0,4.9,8.0,,Normal,Box
6391-1,Cargo Center,Modern day,Town,Shops and Services,1984.0,553.0,5.0,,/minifigs/inset-6391-1,43.0,688.0,178.0,5.0,1.0,,Normal,Box
6605-1,Road Racer,Modern day,Town,Racing,1984.0,20.0,1.0,,/minifigs/inset-6605-1,,30.0,3.0,3.0,1.0,,Normal,Box
6621-1,Fire Truck,Modern day,Town,Fire,1984.0,38.0,1.0,,/minifigs/inset-6621-1,,175.0,6.0,2.5,2.0,,Normal,Box
